target,text,nltk_clean_text,spacy_clean_text
0,dont you hate when ppl count you out bcuz they dont feel your pretty enough ,dont hate ppl count bcuz dont feel pretty enough,not hate ppl count bcuz not feel pretty
0,@EmTeaCoffeeCup awww  im sad. but glad you are recovering quickly.,awww im sad glad recovering quickly,awww m sad glad recover quickly
1,@James_Waters  thought you'd work it out in the end,_waters thought youd work end,water think d work end
0,"daytime tv sucks  im bored, any interesting sites?",daytime tv suck im bored interesting site,daytime tv suck m bore interesting site
1,Got my BB bac!!! Now I can function ,got bb bac function,got bb bac function
0,@whitevanman69 I've forgotten what a Sunday roast tastes like! ,ive forgotten sunday roast taste like,ve forget sunday roast taste like
1,reading my fave mag ,reading fave mag,read fave mag
0,@Carly_jo15 Sleep is always good...Im sorry you have been slacking in that department ,_jo15 sleep always goodim sorry slacking department,jo sleep goodim sorry slack department
0,"My mom is driving and prefers country music, and it is making the drive to Birmingham last longer ",mom driving prefers country music making drive birmingham last longer,mom drive prefer country music make drive birmingham long
0,I'm so confused ,im confused,m confused
1,i'm finally revealing the cover of lip distortion  www.lindastrawberry.com  what do you think? xo,im finally revealing cover lip distortion wwwlindastrawberrycom think xo,m finally reveal cover lip distortion wwwlindastrawberrycom think xo
0,Hey @x17online i need kristen stewart   (X17Live live &gt; http://ustre.am/39qb),hey need kristen stewart x17live live gt,hey need kristen stewart xlive live gt
0,@StealsDeals According to the Redbox website they are carrying it now! New code available June 1st. They're moving to monthly now. ,according redbox website carrying new code available june 1st theyre moving monthly,accord redbox website carry new code available june st move monthly
0,@mrolip the crazy part is jay aint gonna throw out an actual album til 4th quarter anyways...he just teasing us ,crazy part jay aint gonna throw actual album til 4th quarter anywayshe teasing u,crazy jay ai not go to throw actual album til th quarter anywayshe tease
1,"I am eating chinese food, bad for the waist but good on taste  Love the peppered chicken",eating chinese food bad waist good taste love peppered chicken,eat chinese food bad waist good taste love peppered chicken
1,"yay, I won an ebay auction for a HTC Magic G2 ",yay ebay auction htc magic g2,yay win ebay auction htc magic g
1,The good fare  Have the happies.,good fare happies,good fare happie
1,"@sonnygill Aside from the ridiculous power outage yesterday, pretty good  going for a hike in a couple of hours.",aside ridiculous power outage yesterday pretty good going hike couple hour,aside ridiculous power outage yesterday pretty good go hike couple hour
0,"@Linooo same  who are in S Club 3 again? Is it Paul, Jo &amp; Jon?",club 3 paul jo amp jon,s club paul jo amp jon
1,Love watching Hamilton's McLaren languish 1.3 seconds behind Adrian Sutil's Force India! Chak de Force India and all that jazz! ,love watching hamilton mclaren languish 13 second behind adrian sutils force india chak de force india jazz,love watch hamilton mclaren languish second adrian sutils force india chak de force india jazz
0,Have I mentioned that I hate jimmy Buffett's margaritaville? Annoying Ragbrai staple. Playing at the top of both passes this week. ,mentioned hate jimmy buffetts margaritaville annoying ragbrai staple playing top pass week,mention hate jimmy buffetts margaritaville annoying ragbrai staple play pass week
0,Home after #mwpkn Would have loved to have stayed and mingled but couldn't face sitting outside ,home would loved stayed mingled couldnt face sitting outside,home love stay mingle not face sit outside
1,HLD blog Fly On The Wall:  http://tinyurl.com/cnvhx4,hld blog fly wall,hld blog fly wall
1,enjoying late night serious talks and boys who care too much about me.  heres to summer and the continuation of such talks. ,enjoying late night serious talk boy care much here summer continuation talk,enjoy late night talk boy care here summer continuation talk
1,@Wossy  congrats just read ur world's most influential twitterer ,congrats read ur world influential twitterer,congrat read ur world influential twitterer
1,Thought Eurovision was great last night ,thought eurovision great last night,thought eurovision great night
1,"@mynameislouie aha katherine translates  probably will come to yours, mums saying its a special day for me and that we should celebrate :/",aha katherine translates probably come mum saying special day celebrate,aha katherine translate probably come mum say special day celebrate
0,"@weyandch ne, mit compat10. aber auch das tuts nicht  #upgrade-hell #symfony",ne mit compat10 aber auch da tuts nicht hell,ne mit compat aber auch das tuts nicht hell
1,@gfalcone601 nice idea gfalcone..the server wont allow 10k simultaneous clicks though as it would overwhelm thier site ,nice idea gfalconethe server wont allow 10k simultaneous click though would overwhelm thier site,nice idea gfalconethe server will not allow k simultaneous click overwhelm thi site
0,Had a 2 hour nap. It was not enough  Drinking coffee now on our way back to church. Hope it helps!,2 hour nap enough drinking coffee way back church hope help,hour nap drinking coffee way church hope help
0,Home again ,home,home
0,really tired after karate  damn my legs wanna die....,really tired karate damn leg wanna die,tired karate damn leg wanna die
0,@theAsianparent Oh my god!  But I am afraid cases like this are on the rise.,oh god afraid case like rise,oh god afraid case like rise
1,"@SimplyShiq AWH thanks, Luv..... That makes me feel special  ",awh thanks luv make feel special,awh thank luv make feel special
0,@voyd ya I heard 7 was a giant leap in the right direction. This is a work comp though  Ill enquire! ,ya heard 7 giant leap right direction work comp though ill enquire,ya hear giant leap right direction work comp ill enquire
1,@browneyedliz Awesome...  now you just have to cultivate that mindset EVERY day ,awesome cultivate mindset every day,awesome cultivate mindset day
1,just got back from work glad to be home again! Going to write my sponsorson a letter now  xxx,got back work glad home going write sponsorson letter xxx,get work glad home go write sponsorson letter xxx
0,going home. too many good people are leaving the earth. sigh. ,going home many good people leaving earth sigh,go home good people leave earth sigh
0,"Sometimes I wish I could take reality by the throat and make it suffocate...cuz right now, it's suffocating me. ",sometimes wish could take reality throat make suffocatecuz right suffocating,wish reality throat suffocatecuz right suffocate
1,"@officialkathyg Can't wait!!!!!! Missed you so much, its been way too long since my last D List fix! ",cant wait missed much way long since last list fix,not wait miss way long d list fix
1,"@lorenbaker Hi, I'm British, work for the US market mainly, but I've been based in Jordan since 1984  Couldn't d you since ur not follwng",hi im british work u market mainly ive based jordan since 1984 couldnt since ur follwng,hi m british work market mainly ve base jordan not d ur follwng
0,Friday night sucked... I lost a dog and a laptop. RIP to them both ,friday night sucked lost dog laptop rip,friday night suck lose dog laptop rip
0,"ugh, updating counters takes sooooooo long sometimes  zZzz",ugh updating counter take sooooooo long sometimes zzzz,ugh updating counter take sooooooo long zzzz
0,"It's 5:23 and I've been sitting around barely watching I'm Not There. I really wanted to see that movie, but I keep getting distracted. ",523 ive sitting around barely watching im really wanted see movie keep getting distracted,ve sit barely watch m want movie getting distract
1,@BIG_WHITE I follow anyone who follows me ,_white follow anyone follows,white follow follow
0,I wish I was more clever. Witty tweets don't seem to come outta me ,wish clever witty tweet dont seem come outta,wish clever witty tweet not come outta
0,@helendaws really? you haven't phone me yet ,really havent phone yet,not phone
0,My son had surgery yesterday so mommy and son time won't be as long today ,son surgery yesterday mommy son time wont long today,son surgery yesterday mommy son time will not long today
0,Into the low 80's today -- I am not happy....   Like my temps below 80 -- NOT a summer person!!!  Getting ready 2 finish planting limas...,low 80 today happy like temp 80 summer person getting ready 2 finish planting lima,low s today happy like temp summer person get ready finish planting limas
1,@Chold1 I hear you had a good game. Go 'head with ya bad self. ,hear good game go head ya bad self,hear good game head ya bad self
1,"@ozchickie yups, the whole bing shabam, cleaning system, whirlpool, hydrojets, etc. etc. all manual driven ",yups whole bing shabam cleaning system whirlpool hydrojets etc etc manual driven,yup bing shabam cleaning system whirlpool hydrojet etc etc manual drive
1,@Dannymcfly I've just watched it! was awesome! hope you come back soon! ,ive watched awesome hope come back soon,ve watch awesome hope come soon
1,"@Ashleegaston yes, honey, i know you love her.  send them tomorrow. So guess who had a party tonight, that i wasn't invited to.",yes honey know love send tomorrow guess party tonight wasnt invited,yes honey know love send tomorrow guess party tonight not invite
1,"@chully what for? It's not me, and there not following me I do have a randy Britney Spears though. I'm very flattered! ",following randy britney spear though im flattered,follow randy britney spears m flattered
1,Watching That 70's Show. Kelso is so hot! Not as hot as the blue hat guy! ,watching 70 show kelso hot hot blue hat guy,watch s kelso hot hot blue hat guy
0,Should have walked away. ,walked away,walk away
0,says i am very very tired  http://plurk.com/p/12566q,say tired,say tired
1,@notMordecai Hey Man Send Some Music My Way pl0x! ,hey man send music way pl0x,hey man send music way plx
1,"hopefully saturday we do DRAG ME, cant w8 4 that too and just to see my nearest and dearests ",hopefully saturday drag cant w8 4 see nearest dearest,hopefully saturday drag not w near dearest
